,Unnamed: 0,Rank,Game,Year,Hours_watched,Avg_viewers,Total
2557,2557,158,Titanfall 2,2017,277838,373,1634405.0955539998
2558,2558,159,Heroes of Newerth,2017,277648,373,1633287.404784
2559,2559,160,M.U.G.E.N,2017,276702,372,1623358.6140240002
2560,2560,161,Fire Emblem: The Blazing Blade,2017,273290,367,1581790.76853
2561,2561,162,Don't Starve Together,2017,272959,367,1579874.954763
2562,2562,163,Kirby Super Star,2017,269659,362,1539510.7362179998
2563,2563,164,Outlast,2017,268589,361,1529166.079959
2564,2564,165,Grand Theft Auto: Vice City,2017,268119,360,1522261.7096399998
2565,2565,166,Spongebob Squarepants: Battle For Bikini Bottom,2017,267420,359,1514075.6143800002
2566,2566,167,Kerbal Space Program,2017,267388,359,1513894.437132
2567,2567,168,Left 4 Dead,2017,265959,357,1497414.8618729997
2568,2568,169,Sonic Advance 2,2017,259550,349,1428583.70445
2569,2569,170,Mortal Kombat X,2017,257267,346,1403845.8185219998
2570,2570,171,Europa Universalis IV,2017,256734,345,1396888.41033
2571,2571,172,Shovel Knight,2017,255376,343,1381444.4693280002
2572,2572,173,Dofus,2017,253984,341,1365903.3474240005
2573,2573,174,Mega Man Legends,2017,247070,332,1293651.60204
2574,2574,175,The Legend of Korra,2017,246482,331,1286685.582882
2575,2575,176,Team Fortress 2,2017,246060,331,1284482.65806
2576,2576,177,ArcheAge,2017,246054,331,1284451.336854
2577,2577,178,Watch Dogs 2,2017,243122,327,1253808.5992740002
2578,2578,179,Trauma Center: New Blood,2017,242274,326,1245614.460804
2579,2579,180,Yakuza 6: The Song of Life,2017,240144,323,1223301.460752
2580,2580,181,Kartrider,2017,239026,321,1210066.973766
2581,2581,182,Battlerite,2017,238890,321,1209378.4749900002
2582,2582,183,Resident Evil 5,2017,238374,320,1203006.83328
2583,2583,184,Super Mario Bros.,2017,238260,320,1202431.5072
2584,2584,185,DOOM,2017,237091,319,1192792.7293590002
2585,2585,186,Final Fantasy VII,2017,235487,316,1173581.490732
2586,2586,187,Street Fighter III: 3rd Strike,2017,233304,314,1155343.338576
2587,2587,188,Castlevania: Rondo of Blood,2017,233111,313,1150711.190853
2588,2588,189,Mega Man Network Transmission,2017,231158,311,1133779.366398
2589,2589,190,Super Castlevania IV,2017,230865,310,1128701.29365
2590,2590,191,Geometry Dash,2017,228421,307,1105945.270437
2591,2591,192,Eternal Card Game,2017,228368,307,1105688.660496
2592,2592,193,Terraria,2017,227558,306,1098178.068708
2593,2593,194,Mega Man X,2017,227101,305,1092391.010655
2594,2594,195,Factorio,2017,225993,304,1083497.223312
2595,2595,196,Star Citizen,2017,223955,301,1063130.2858049998
2596,2596,197,Crash Bandicoot 2: Cortex Strikes Back,2017,217916,293,1006968.698148
2597,2597,198,Sparkster,2017,217692,292,1002500.395344
2598,2598,199,Rocket: Robot on Wheels,2017,213639,287,966989.292003
2599,2599,200,Resident Evil,2017,211928,285,952560.19908
2600,2600,1,League of Legends,2017,99415477,148160,232297321227.55872
2601,2601,2,Counter-Strike: Global Offensive,2017,40480425,60328,38514407665.21741
2602,2602,3,Hearthstone,2017,33345362,49695,26134088845.34889
2603,2603,4,Dota 2,2017,32115223,47861,24241078736.49531
2604,2604,5,Overwatch,2017,18544200,27636,8082440539.1352
2605,2605,6,Z1: Battle Royale,2017,16749125,24961,6593459391.810374
2606,2606,7,For Honor,2017,15365455,22899,5549082400.843696
2607,2607,8,World of Warcraft,2017,11513629,17158,3115574398.290522
2608,2608,9,Conan Exiles,2017,8971753,13370,1891768316.4473095
2609,2609,10,Nioh,2017,8630424,12862,1750652182.2192478
2610,2610,11,FIFA 17,2017,8444745,12585,1676096393.676075
2611,2611,12,IRL,2017,6590307,9821,1020752820.9962368
2612,2612,13,Tom Clancy's Rainbow Six Siege,2017,6485229,9665,988522152.4927348
2613,2613,14,Minecraft,2017,6380643,9509,956882309.2402768
2614,2614,15,Talk Shows & Podcasts,2017,5973869,8902,838692030.967098
2615,2615,16,Destiny,2017,5733241,8544,772539455.921184
2616,2616,17,Heroes of the Storm,2017,5671110,8451,755849629.67031
2617,2617,18,Resident Evil 7 biohazard,2017,4993529,7441,586000670.136819
2618,2618,19,World of Tanks,2017,4769005,7107,534531526.6154851
2619,2619,20,Creative,2017,4739529,7063,527938851.06011695
2620,2620,21,RuneScape,2017,4601431,6857,497606787.039957
2621,2621,22,StarCraft II,2017,4245866,6327,423665743.844322
2622,2622,23,Poker,2017,4001142,5962,376214186.49368405
2623,2623,24,SMITE,2017,3949798,5886,366652267.422588
2624,2624,25,Rust,2017,3425920,5105,275824090.95360005
2625,2625,26,Arma 3,2017,3193107,4758,239605697.784726
2626,2626,27,Call of Duty: Infinite Warfare,2017,2591580,3862,157846923.19116
2627,2627,28,NBA 2K17,2017,2484236,3702,145040235.809112
2628,2628,29,Magic: The Gathering,2017,2422158,3609,137863272.42916203
2629,2629,30,Dead by Daylight,2017,2372587,3535,132272875.954695
2630,2630,31,Horizon Zero Dawn,2017,2314705,3449,125906478.102195
2631,2631,32,Grand Theft Auto V,2017,2268502,3380,120924722.24196
2632,2632,33,Pok<U+00E9>mon Sun/Moon,2017,2194552,3270,113175614.26584
2633,2633,34,Rocket League,2017,2179407,3247,111604026.056859
2634,2634,35,PLAYERUNKNOWN'S BATTLEGROUNDS,2017,2079661,3099,101642035.922469
2635,2635,36,Tom Clancy's Ghost Recon: Wildlands,2017,2045767,3048,98340036.056136
2636,2636,37,ARK: Survival Evolved,2017,1830475,2727,78724184.68057498
2637,2637,38,Clash Royale,2017,1623829,2420,61974765.32478
2638,2638,39,Black Desert Online,2017,1610718,2400,60966320.5872
2639,2639,40,Path of Exile,2017,1546702,2305,56225950.84281001
2640,2640,41,Street Fighter V,2017,1532107,2283,55163808.231651
2641,2641,42,Super Mario Maker,2017,1285544,1915,38825312.12196001
2642,2642,43,The Binding of Isaac: Afterbirth,2017,1237617,1844,35992036.011708
2643,2643,44,Battlefield 1,2017,1235864,1841,35882583.316104
2644,2644,45,Super Smash Bros. for Wii U,2017,1083541,1614,27580879.529154003
2645,2645,46,Dark Souls III,2017,1079802,1609,27400557.763278
2646,2646,47,Warcraft III,2017,1077407,1605,27271816.204185
2647,2647,48,The Legend of Zelda: Ocarina of Time,2017,1054469,1571,26125778.071029
2648,2648,49,Casino_old,2017,1040997,1551,25463641.278537
2649,2649,50,Call of Duty: Modern Warfare Remastered,2017,1039175,1548,25369907.1759
2650,2650,51,Diablo III,2017,1024842,1527,24680569.918914
2651,2651,52,Halo 5: Guardians,2017,985993,1469,22843090.440807
2652,2652,53,The Witcher 3: Wild Hunt,2017,974635,1452,22318646.38542
2653,2653,54,Dungeons & Dragons,2017,963457,1435,21804366.297945
2654,2654,55,Call of Duty: Black Ops III,2017,958870,1429,21609822.10233
2655,2655,56,Tom Clancy's The Division,2017,956166,1424,21473484.236064
2656,2656,57,Madden NFL 17,2017,941907,1403,20841305.861691
2657,2657,58,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,2017,936441,1395,20602212.360345
2658,2658,59,Paladins,2017,923286,1375,20021572.32075
2659,2659,60,Music,2017,918490,1368,19816171.92072
2660,2660,61,DayZ,2017,906518,1350,19300538.760300003
2661,2661,62,Sniper Elite 4,2017,855764,1275,17207723.906099997
2662,2662,63,Super Smash Bros. Melee,2017,837775,1248,16489261.8072
2663,2663,64,NieR: Automata,2017,823860,1227,15942528.865620002
2664,2664,65,Blackwake,2017,754903,1125,13393772.114625
2665,2665,66,Darkest Dungeon,2017,741045,1104,12902470.84728
2666,2666,67,Summoners War: Sky Arena,2017,725167,1080,12351537.45756
2667,2667,68,XCOM 2,2017,702857,1047,11605741.361108998
2668,2668,69,Shadowverse,2017,675947,1007,10734982.657959
2669,2669,70,Diablo II: Lord of Destruction,2017,674377,1005,10688777.665334998
2670,2670,71,Mass Effect 2,2017,674367,1005,10688619.166785
2671,2671,72,Stardew Valley,2017,646743,963,9822391.850439
2672,2672,73,World of Warships,2017,646542,963,9819339.168365998
2673,2673,74,Gwent: The Witcher Card Game,2017,623877,929,9140583.511143
2674,2674,75,Tibia,2017,621068,925,9060248.6709
2675,2675,76,Yakuza 0,2017,609898,908,8733780.833064
2676,2676,77,The Elder Scrolls V: Skyrim,2017,606667,904,8649241.712328
2677,2677,78,Final Fantasy XIV: Heavensward,2017,606251,903,8633749.622463
2678,2678,79,Paragon,2017,604739,901,8593142.230868999
2679,2679,80,osu!,2017,589139,878,8157771.206382
2680,2680,81,Fallout 4,2017,589093,877,8147843.661531001
2681,2681,82,Super Mario 64,2017,580180,864,7905616.225920001
2682,2682,83,Retro,2017,554679,826,7225717.912434
2683,2683,84,Dark Souls II,2017,545366,812,6983985.355032001
2684,2684,85,Mass Effect,2017,521521,777,6390753.2759070005
2685,2685,86,Blade & Soul,2017,516912,770,6277208.747040001
2686,2686,87,WWE 2K17,2017,515517,768,6244007.890176
2687,2687,88,Warframe,2017,495028,737,5753822.815356
2688,2688,89,EVE Online,2017,494053,736,5734698.459168
2689,2689,90,The Sims 4,2017,491653,732,5675825.126916001
2690,2690,91,The Elder Scrolls Online,2017,489171,729,5624027.848089
2691,2691,92,Golf With Your Friends,2017,478661,713,5382410.355903
2692,2692,93,MapleStory,2017,475032,707,5296652.878103999
2693,2693,94,Oxygen Not Included,2017,452885,674,4814010.851790001
2694,2694,95,Dark Souls,2017,445013,663,4653132.915249
2695,2695,96,IMDb Live Viewing Party,2017,443665,661,4625043.912615
2696,2696,97,Bloodborne,2017,406906,606,3888892.602756
2697,2697,98,Borderlands 2,2017,406028,605,3874097.89074
2698,2698,99,RimWorld,2017,397772,592,3713771.229504
2699,2699,100,Social Eating,2017,397118,591,3701402.254998
2700,2700,101,theHunter: Call of the Wild,2017,393535,586,3636974.12421
2701,2701,102,7 Days to Die,2017,390754,582,3586622.336388
2702,2702,103,Mass Effect 3,2017,378904,564,3370291.970976
2703,2703,104,Enter the Gungeon,2017,372930,555,3264220.8616500003
2704,2704,105,Farming Simulator 17,2017,363137,541,3098325.192207
2705,2705,106,Guild Wars 2,2017,359340,535,3031925.8599000005
2706,2706,107,Hollow Knight,2017,351048,523,2895525.698184
2707,2707,108,Resident Evil 5,2017,340567,507,2723138.653599
2708,2708,109,Heroes of Might and Magic III: The Shadow of Death,2017,333852,497,2616794.406324
2709,2709,110,Terraria,2017,306656,457,2210176.201632
2710,2710,111,Gears of War 4,2017,301616,449,2135796.885264
2711,2711,112,Fallout: New Vegas,2017,299256,445,2100207.03732
2712,2712,113,Games + Demos,2017,289570,431,1968294.45057
2713,2713,114,Euro Truck Simulator 2,2017,288650,430,1957488.6345
2714,2714,115,Mega Man,2017,288390,429,1951177.23801
2715,2715,116,Age of Empires II,2017,287503,428,1940641.799964
2716,2716,117,The Forest,2017,284052,423,1894948.670916
2717,2717,118,Jackbox Party Packs,2017,283614,422,1887553.838268
2718,2718,119,Microsoft Flight Simulator X,2017,281398,419,1859491.772502
2719,2719,120,Europa Universalis IV,2017,274562,409,1771017.976518
2720,2720,121,Eternal Card Game,2017,272411,405,1739958.521805
2721,2721,122,Knight Online,2017,271562,404,1730252.938008
2722,2722,123,Kartrider,2017,270823,403,1721273.261799
2723,2723,124,The Legend of Zelda: Twilight Princess HD,2017,269788,402,1710440.2722959998
2724,2724,125,Garry's Mod,2017,268822,400,1695836.7048000002
2725,2725,126,Life is Strange,2017,266475,397,1668423.1583250002
2726,2726,127,Infestation: The New Z,2017,262612,391,1619386.656132
2727,2727,128,Undertale,2017,261501,389,1604287.453419
2728,2728,129,Final Fantasy XV,2017,258872,385,1571828.0701200005
2729,2729,130,Tales of Berseria,2017,258094,384,1563033.782016
2730,2730,131,The Wild Eight,2017,256058,381,1538588.763558
2731,2731,132,Heroes of Newerth,2017,252941,376,1499913.824136
2732,2732,133,Halo Wars 2,2017,252880,376,1499552.10048
2733,2733,134,Football Manager 2017,2017,249977,372,1466568.063324
2734,2734,135,Grand Theft Auto: San Andreas,2017,246789,367,1428404.1200729995
2735,2735,136,M.U.G.E.N,2017,246325,367,1425718.508025
2736,2736,137,Ultimate Marvel vs. Capcom 3,2017,243259,362,1388790.443418
2737,2737,138,Super Mario Sunshine,2017,238063,354,1329090.016842
2738,2738,139,Mario Kart 8,2017,232542,346,1268927.2791719998
2739,2739,140,Twitch Plays,2017,229490,342,1237796.08218
2740,2740,141,Blood Bowl 2,2017,227388,338,1212114.018024
2741,2741,142,Total War: Warhammer,2017,225081,335,1189167.0710850002
2742,2742,143,Elite: Dangerous,2017,214148,319,1077367.666452
2743,2743,144,Vainglory,2017,210447,313,1038834.366381
2744,2744,145,Don't Starve Together,2017,210303,313,1038123.535869
2745,2745,146,The Last of Us,2017,207621,309,1011786.754419
2746,2746,147,Super Robot Taisen V,2017,206921,308,1005112.136028
2747,2747,148,Yu-Gi-Oh! Duel Links,2017,206885,308,1004937.26718
2748,2748,149,FTL: Faster Than Light,2017,206442,307,999529.612074
2749,2749,150,Team Fortress 2,2017,203858,303,974158.488954
2750,2750,151,Berserk and the Band of the Hawk,2017,202922,302,966485.424324
2751,2751,152,Injustice 2,2017,201038,299,948000.519102
2752,2752,153,Night in the Woods,2017,200796,299,946859.361084
2753,2753,154,The Long Dark,2017,199754,297,935645.1391979998
2754,2754,155,Dark Souls II: Scholar of the First Sin,2017,199473,297,934328.938851
2755,2755,156,Naruto Shippuden: Ultimate Ninja Storm 4,2017,199102,296,929451.142032
2756,2756,157,Battlerite,2017,196381,292,904360.4272919998
2757,2757,158,The Legend of Zelda: Majora's Mask,2017,196079,292,902969.677428
2758,2758,159,Factorio,2017,195185,290,892696.1641499999
2759,2759,160,Sid Meier's Civilization V,2017,192523,286,868376.1466379999
2760,2760,161,The Legend of Zelda: A Link to the Past,2017,189505,282,842808.7061099999
2761,2761,162,UNO,2017,189412,282,842395.0958639998
2762,2762,163,Final Fantasy VII,2017,188755,281,836496.2845050001
2763,2763,164,Fire Emblem Heroes,2017,186997,278,819858.0529860001
2764,2764,165,Hand of Fate,2017,183915,274,794743.42941
2765,2765,166,Tabletop Simulator,2017,180850,269,767237.85915
2766,2766,167,Punch Club,2017,180420,268,762568.2237600001
2767,2767,168,The Legend of Zelda: Skyward Sword,2017,176925,263,733844.7380250001
2768,2768,169,Just Dance 2017,2017,176548,263,732281.0276040002
2769,2769,170,Trove,2017,174010,259,710776.73289
2770,2770,171,Outlast,2017,172897,257,700776.956859
2771,2771,172,HITMAN,2017,172271,256,695522.800896
2772,2772,173,Kerbal Space Program,2017,171038,254,685149.835692
2773,2773,174,Tower Unite,2017,168959,251,668827.749639
2774,2774,175,Geometry Dash,2017,168381,250,663884.1877499999
2775,2775,176,Tricky Towers,2017,168346,250,663746.1915
2776,2776,177,Metro: Last Light,2017,167326,249,657085.688154
2777,2777,178,Trials Fusion,2017,167202,249,656598.742758
2778,2778,179,Super Mario World,2017,166920,248,652858.8393600001
2779,2779,180,Youtubers Life,2017,166665,248,651861.4813199999
2780,2780,181,Watch Dogs 2,2017,166134,247,647164.5305580001
2781,2781,182,Kantai Collection,2017,164696,245,636368.05092
2782,2782,183,Brawlhalla,2017,164142,244,631638.769608
2783,2783,184,Titanfall 2,2017,162879,242,621641.059578
2784,2784,185,The Witness,2017,160395,239,604571.9012549999
2785,2785,186,Guilty Gear Xrd: Revelator,2017,159211,237,595087.2533969999
2786,2786,187,The Legend of Zelda: The Wind Waker HD,2017,157367,234,580749.3799380001
2787,2787,188,Metal Gear Solid V: The Phantom Pain,2017,157148,234,579941.179272
2788,2788,189,Digimon World: Next Order,2017,153421,228,551669.390748
2789,2789,190,Prime World,2017,153237,228,551007.7657560001
2790,2790,191,Mortal Kombat X,2017,153201,228,550878.317388
2791,2791,192,Phoning Home,2017,153199,228,550871.125812
2792,2792,193,Clash of Clans,2017,152495,227,545934.692415
2793,2793,194,War Thunder,2017,152359,227,545447.810103
2794,2794,195,The Walking Dead: Season One,2017,152326,227,545329.669542
2795,2795,196,Roblox,2017,149454,222,523262.665548
2796,2796,197,Puzzle & Dragons,2017,149334,222,522842.526108
2797,2797,198,Battlefield 4,2017,147861,220,513021.48282
2798,2798,199,Pok<U+00E9>mon Red/Blue,2017,146092,217,499971.674244
2799,2799,200,Chess,2017,145127,216,494380.350072
2800,2800,1,League of Legends,2017,90835130,122254,175136292350.20844
2801,2801,2,Hearthstone,2017,38782039,52196,31924719708.853523
2802,2802,3,Dota 2,2017,38381634,51657,31268847345.1418
2803,2803,4,Counter-Strike: Global Offensive,2017,36870753,49624,28855792547.418312
2804,2804,5,PLAYERUNKNOWN'S BATTLEGROUNDS,2017,24877888,33483,13137027314.289984
2805,2805,6,Overwatch,2017,22579043,30389,10821343214.492516
2806,2806,7,The Legend of Zelda: Breath of the Wild,2017,14298988,19244,4339701734.110513
2807,2807,8,Z1: Battle Royale,2017,12668373,17050,3406469125.4401503
2808,2808,9,World of Warcraft,2017,9118258,12272,1764763263.777696
2809,2809,10,IRL,2017,8885471,11958,1675707581.640078
2810,2810,11,Power Rangers: Battle for the Grid,2017,8091268,10889,1389516843.881292
